72,123,1,1766071851,1
73,123,1,1766071851,1
74,123,1,1766071851,1
75,123,1,1766071851,1
76,123,1,1766071851,1
77,123,1,1766071851,1
78,123,1,1766071851,1
79,123,1,1766071851,1
80,123,1,1766071851,1
81,123,1,1766071851,1
82,123,1,1766071851,1
83,123,1,1766071851,1
84,123,1,1766071851,1
85,123,1,1766071851,1
86,123,1,1766071851,1
87,123,1,1766071851,1
88,123,1,1766071851,1
89,123,1,1766071851,1
90,123,1,1766071851,1
91,123,1,1766071851,1
92,123,1,1766071851,1
93,123,1,1766071851,1
94,123,1,1766071851,1
95,123,1,1766071851,1
96,123,1,1766071851,1
97,123,1,1766071851,1
98,123,1,1766071851,1
99,123,1,1766071851,1
100,123,1,1766071851,1
1,10,1,1766685473,142
2,10,2,1766685473,142
3,10,1,1766685473,142
4,10,1,1766685473,142
5,10,3,1766685473,142
6,10,2,1766685473,142
7,10,1,1766685473,142
8,10,3,1766685473,142
9,10,1,1766685473,142
10,10,0,1766685473,142
11,10,1,1766685473,142
12,10,1,1766685473,142
13,10,1,1766685473,142
14,10,1,1766685473,142
15,10,1,1766685473,142
16,10,1,1766685473,142
17,10,1,1766685473,142
18,10,1,1766685473,142
19,10,1,1766685473,142
20,10,1,1766685473,142
1,4,1,1766740333,142
2,4,3,1766740333,142
3,4,1,1766740333,142
4,4,1,1766740333,142
5,4,1,1766740333,142
6,4,1,1766740333,142
7,4,1,1766740333,142
8,4,2,1766740333,142
9,4,1,1766740333,142
10,4,1,1766740333,142
11,4,3,1766740333,142
12,4,3,1766740333,142
13,4,2,1766740333,142
14,4,1,1766740333,142
15,4,1,1766740333,142
16,4,1,1766740333,142
17,4,1,1766740333,142
18,4,1,1766740333,142
19,4,1,1766740333,142
20,4,1,1766740333,142
21,4,1,1766740333,142
22,4,1,1766740333,142
23,4,1,1766740333,142
24,4,1,1766740333,142
25,4,1,1766740333,142
26,4,1,1766740333,142
27,4,1,1766740333,142
28,4,1,1766740333,142
29,4,1,1766740333,142
30,4,1,1766740333,142
31,4,1,1766740333,142
