1,45,1,1734278400,Member,1
2,23,1,1734278400,Member,1
3,78,1,1734278400,Member,1
4,12,1,1734278400,Member,1
6,89,1,1734278400,Member,1
7,34,1,1734278400,Member,1
8,67,1,1734278400,Member,1
9,91,1,1734278400,Member,1
10,14,1,1734278400,Member,1
11,52,1,1734278400,Member,1
12,73,1,1734278400,Member,1
13,28,1,1734278400,Member,1
14,61,1,1734278400,Member,1
15,95,1,1734278400,Member,1
16,18,2,1734278400,Member,1
18,65,2,1734278400,Member,1
19,31,2,1734278400,Member,1
20,76,2,1734278400,Member,1
21,9,2,1734278400,Member,1
22,54,2,1734278400,Member,1
23,87,2,1734278400,Member,1
24,21,2,1734278400,Member,1
25,48,2,1734278400,Member,1
26,72,2,1734278400,Member,1
27,15,2,1734278400,Member,1
28,59,2,1734278400,Member,1
29,83,2,1734278400,Member,1
30,26,2,1734278400,Member,1
31,44,2,1734278400,Member,1
32,69,2,1734278400,Member,1
33,92,2,1734278400,Member,1
34,37,2,1734278400,Member,1
35,81,2,1734278400,Member,1
36,5,2,1734278400,Member,1
37,50,2,1734278400,Member,1
38,75,2,1734278400,Member,1
39,99,2,1734278400,Member,1
40,20,2,1734278400,Member,1
41,8,3,1734278400,Member,1
42,36,3,1734278400,Member,1
43,63,3,1734278400,Member,1
44,19,3,1734278400,Member,1
45,84,3,1734278400,Member,1
46,47,3,1734278400,Member,1
47,71,3,1734278400,Member,1
48,93,3,1734278400,Member,1
49,16,3,1734278400,Member,1
50,58,3,1734278400,Member,1
51,11,4,1734278400,Member,1
52,39,4,1734278400,Member,1
53,68,4,1734278400,Member,1
54,22,4,1734278400,Member,1
55,86,4,1734278400,Member,1
56,49,4,1734278400,Member,1
57,74,4,1734278400,Member,1
58,97,4,1734278400,Member,1
59,30,4,1734278400,Member,1
60,55,4,1734278400,Member,1
61,79,4,1734278400,Member,1
62,3,4,1734278400,Member,1
63,41,4,1734278400,Member,1
64,66,4,1734278400,Member,1
65,90,4,1734278400,Member,1
66,25,4,1734278400,Member,1
67,53,4,1734278400,Member,1
68,77,4,1734278400,Member,1
69,94,4,1734278400,Member,1
70,17,4,1734278400,Member,1
71,13,5,1734278400,Member,1
72,38,5,1734278400,Member,1
73,64,5,1734278400,Member,1
74,27,5,1734278400,Member,1
75,85,5,1734278400,Member,1
76,46,5,1734278400,Member,1
77,70,5,1734278400,Member,1
78,96,5,1734278400,Member,1
79,24,5,1734278400,Member,1
80,57,5,1734278400,Member,1
81,82,5,1734278400,Member,1
82,6,5,1734278400,Member,1
83,43,5,1734278400,Member,1
84,62,5,1734278400,Member,1
85,88,5,1734278400,Member,1
86,32,5,1734278400,Member,1
87,60,5,1734278400,Member,1
88,80,5,1734278400,Member,1
89,10,6,1734278400,Member,1
90,35,6,1734278400,Member,1
91,51,6,1734278400,Member,1
92,7,6,1734278400,Member,1
93,29,6,1734278400,Member,1
94,40,6,1734278400,Member,1
95,98,6,1734278400,Member,1
96,33,6,1734278400,Member,1
97,100,6,1734278400,Member,1
98,4,6,1734278400,Member,1
99,2,6,1734278400,Member,1
100,1,6,1734278400,Member,1
101,101,7,1734278400,Member,1
102,102,7,1734278400,Member,1
103,103,7,1734278400,Member,1
104,104,7,1734278400,Member,1
105,105,7,1734278400,Member,1
106,106,7,1734278400,Member,1
107,107,7,1734278400,Member,1
108,108,7,1734278400,Member,1
109,109,7,1734278400,Member,1
110,110,7,1734278400,Member,1
111,111,7,1734278400,Member,1
112,112,7,1734278400,Member,1
113,113,7,1734278400,Member,1
114,114,7,1734278400,Member,1
115,115,7,1734278400,Member,1
116,116,7,1734278400,Member,1
117,1,2,1765895210,Member,1
118,1,1,1766171906,Member,1
118,101,3,1766704012,Member,1
118,101,1,1766742721,Member,1
